com,label_actual,,,,,,,,,,,,,,,,,,,,
the Department of Agriculture and Farmers Welfare Agriculture and Farmers Welfare Farmers Welfare has fixed a nominal rental rate at which machinery would be provided to small and marginal farmers by the Custom Hiring Centres and Cooperative Societies.,['Other'],,,,,,,,,,,,,,,,,,,,
"A comprehensive plan has also been prepared in collaboration with the Ministry of Agriculture, MoE and Forests, #respondants#, the States of Haryana and Uttar Pradesh and the Government of NCT of Delhi to find all possible solutions like in-situ, ex-situ, diversification from paddy to other crops as well as increased use of paddy straw in power generation and other allied industries.",['Fact'],,,,,,,,,,,,,,,,,,,,
Approximately 200 balers have been provided in the #respondants# under various schemes (SMAM RKVY In-situ SMAM) in compliance of the order dated 25.11.2019.,['Fact'],,,,,,,,,,,,,,,,,,,,
"Since balers and rake were not included in the in-situ CRM Scheme, balers and rake were not included in the in-situ CRM Scheme have been included in the SMAM scheme for 2019-20 under Center-State Share Pattern on priority.",['Other'],,,,,,,,,,,,,,,,,,,,
District-wise detail of application under process for subsidy distribution has also been filed.,['Other'],,,,,,,,,,,,,,,,,,,,
"Six continuous Air Quality Monitoring Stations have been set up in the #respondants# at Amritsar, Jalandhar, Ludhiana, Mandi, Gobindgarh, Patiala and Khanna.",['Fact'],,,,,,,,,,,,,,,,,,,,
"The Department of Science and Technology and Environment, Government of Punjab, has prepared and submitted an action plan for nine non-attainment cities, namely Dera Bassi, Naya Nangal, Patiala, Amritsar, Khanna, Ludhiana, Jalandhar, Dera Baba Nanak and Mandi Govindgarh.",['Other'],,,,,,,,,,,,,,,,,,,,
"Air quality levels of Amritsar, Jalandhar, Ludhiana, Mandi, Gobindgarh, Patiala and Khanna be placed and in case Air quality levels of Amritsar, Jalandhar, Ludhiana, Mandi, Gobindgarh, Patiala and Khanna are not up to the mark, what steps are being taken.",['Other'],,,,,,,,,,,,,,,,,,,,
"With respect to nine non-complying districts as mentioned in para 13 of the affidavit, what is A comprehensive plan and A comprehensive plan time limit be indicated.",['Other'],,,,,,,,,,,,,,,,,,,,
Let the Government of NCT of Delhi before #Current Court# with respect to steps taken and scheme and on what nominal rates machinery will be provided to marginal and small farmers in Custom Hiring Centres.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
Let a road map in this regard be prepared and placed before #Current Court# in Court.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"Let a comprehensive scheme be placed in Court Court as directed to take care of the situation and the date from which balers have been made available, as pointed out in Annexure (D).",['Conclusion'],,,,,,,,,,,,,,,,,,,,
In re: Affidavit by State of Haryana,['Other'],,,,,,,,,,,,,,,,,,,,
"On behalf of the State of Haryana, it has been pointed out that it has identified 4128 eligible small and marginal farmers and distributed the amount of Rs. 16,342,327.50/- to 3930 farmers after verification that 3930 farmers did not burn the stubble.",['Other'],,,,,,,,,,,,,,,,,,,,
"After the order dated 6.11.2019, the Government of NCT of Delhi took proactive steps by providing enough machines to small and marginal farmers and also providing Rs. 1,000/- per acre as 'Operational Costs.' Support is provided not only to non-basmati growers but also to Muchhal variety of basmati growers in the State of Haryana.",['Other'],,,,,,,,,,,,,,,,,,,,
"For not controlling the stubble burning, 23 Officers were charge-sheeted, 7 Officers were suspended and 499 show-cause notices were issued to Village Level Nodal Officers and the total number of FIR registered were 2020.",['Other'],,,,,,,,,,,,,,,,,,,,
"the State of Haryana had deployed 24414 machines out of which 8773 are owned by individuals, 15641 are with 2831 Custom Hiring Centres (CHCs).",['Other'],,,,,,,,,,,,,,,,,,,,
During the year 2019-20 Government had established 1637 CHCs against 1300 earlier year.,['Other'],,,,,,,,,,,,,,,,,,,,
the State of Haryana took the initiative to rope in Gram Panchayats for the establishment of CHCs. the State of Haryana are available free of cost to small and marginal farmers.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# direct in this regard that let a requisite percentage of machines be dedicated and reserved for small and marginal farmers.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
With respect to Straw Balers Unit following data has been filed:,['Other'],,,,,,,,,,,,,,,,,,,,
Sr. No.,['Other'],,,,,,,,,,,,,,,,,,,,
Straw Baler Units,['Other'],,,,,,,,,,,,,,,,,,,,
Numbers,['Other'],,,,,,,,,,,,,,,,,,,,
Established upto 05.11.2019 i.e. before the orders of Hon'ble Supreme Court,['Other'],,,,,,,,,,,,,,,,,,,,
Established since 06.11.2019 to 11.12.2019,['Other'],,,,,,,,,,,,,,,,,,,,
Purchase/establishment under process,['Other'],,,,,,,,,,,,,,,,,,,,
(the Government of NCT of Delhi had already issued permits to the farmers for the purchase),['Other'],,,,,,,,,,,,,,,,,,,,
Progress with respect to Straw balers is required to be reported to Court.,['Other'],,,,,,,,,,,,,,,,,,,,
In re: Affidavit by State of Uttar Pradesh,['Other'],,,,,,,,,,,,,,,,,,,,
"An affidavit has been filed on behalf of the #respondants#, wherein An affidavit has been pointed out that with respect to stubble burning, various incidents were reported between 1st October to 30th November 2019.",['Fact'],,,,,,,,,,,,,,,,,,,,
Following actions have been reported:,['Other'],,,,,,,,,,,,,,,,,,,,
i.,['Other'],,,,,,,,,,,,,,,,,,,,
Departmental action against 599 Lekhpals.,['Other'],,,,,,,,,,,,,,,,,,,,
ii.,['Other'],,,,,,,,,,,,,,,,,,,,
Warning has been issued to 24 Sub-Divisional Magistrates and Tehsildars.,['Other'],,,,,,,,,,,,,,,,,,,,
iii.,['Other'],,,,,,,,,,,,,,,,,,,,
Adverse entry given to one Deputy Director of Agriculture.,['Other'],,,,,,,,,,,,,,,,,,,,
iv.,['Other'],,,,,,,,,,,,,,,,,,,,
Notice issued against Gram Pradhans under 95(1)(G) of PR Act.,['Other'],,,,,,,,,,,,,,,,,,,,
v.,['Other'],,,,,,,,,,,,,,,,,,,,
Adverse entries given to 19 Class II officers.,['Other'],,,,,,,,,,,,,,,,,,,,
vi.,['Other'],,,,,,,,,,,,,,,,,,,,
Department proceedings started against 526 officers and employees.,['Other'],,,,,,,,,,,,,,,,,,,,
vii.,['Other'],,,,,,,,,,,,,,,,,,,,
FIR registered against Farmers.,['Other'],,,,,,,,,,,,,,,,,,,,
viii.,['Other'],,,,,,,,,,,,,,,,,,,,
Fine imposed against 2186 Farmers or.,['Other'],,,,,,,,,,,,,,,,,,,,
Rs. 237.23 lakhs and 66.03 lakhs recovered till date for flouting this Hon'ble Supreme Court orders.,['Other'],,,,,,,,,,,,,,,,,,,,
ix.,['Other'],,,,,,,,,,,,,,,,,,,,
"Department has distributed 10568 Crops Residue Management implements to farmers, Custom Hiring Centres and Farm Machinery Banks.",['Other'],,,,,,,,,,,,,,,,,,,,
Farmers can hire implements from Custom Hiring Centres and Farm Machinery Banks.,['Other'],,,,,,,,,,,,,,,,,,,,
x.,['Other'],,,,,,,,,,,,,,,,,,,,
The #respondants# has developed a CHC app from where a farmer can get information about Custom Hiring Centres nearest to a farmer.,['Fact'],,,,,,,,,,,,,,,,,,,,
xi.,['Other'],,,,,,,,,,,,,,,,,,,,
480 Sugarcane Societies and Cooperative Societies are also being provided with 2400 implements for hiring by farmers.,['Other'],,,,,,,,,,,,,,,,,,,,
xii.,['Other'],,,,,,,,,,,,,,,,,,,,
"Department is also making budgetary provisions to provide in-situ management implements to the tune of Rs. 3 lakhs to all 59073 village Panchayats of the #respondants# in the next two years, so that Crop Residue Management implements are available nearest to the farmers.",['Fact'],,,,,,,,,,,,,,,,,,,,
xiii.,['Other'],,,,,,,,,,,,,,,,,,,,
"5 implements each are being kept at the 200 Mandies of the #respondants# also,",['Fact'],,,,,,,,,,,,,,,,,,,,
xiv.,['Other'],,,,,,,,,,,,,,,,,,,,
These measures will help in the easy availability of implements to farmers.,['Other'],,,,,,,,,,,,,,,,,,,,
xv.,['Other'],,,,,,,,,,,,,,,,,,,,
"Due to interdepartmental coordination, 5 lakh kg/day of stubble may be used in gaushalas for feeding of animals.",['Other'],,,,,,,,,,,,,,,,,,,,
xvi.,['Other'],,,,,,,,,,,,,,,,,,,,
"For ex-situ management of crop residue, the Chief Secretary has already held a meeting with Oil Companies.",['Other'],,,,,,,,,,,,,,,,,,,,
Oil Companies are preparing a plan for crop residue being used as biofuels.,['Other'],,,,,,,,,,,,,,,,,,,,
Oil Companies are inviting expression of interest in the month of January for the establishment of biofuel plants based on crop residue in those districts where major burning took place.,['Other'],,,,,,,,,,,,,,,,,,,,
xvii.,['Other'],,,,,,,,,,,,,,,,,,,,
All District Magistrates and Superintendent Police have been ordered by the Government of NCT of Delhi to be on vigil and take appropriate action to stop crop residue burning.,['Other'],,,,,,,,,,,,,,,,,,,,
It has been pointed out in substance that actions have been taken against various incumbents.,['Other'],,,,,,,,,,,,,,,,,,,,
"Crop Residue Management implements have been distributed to farmers, Custom Hiring Centres and Farm Machinery Banks, where farmers can hire implements from farmers.",['Other'],,,,,,,,,,,,,,,,,,,,
Direction to be issued to provide implements to small and marginal farmers free of cost or on concessional basis and to reserve certain equipment exclusively for small and marginal farmers.,['Other'],,,,,,,,,,,,,,,,,,,,
"The stubble is also being used in Goshalas for feeding animals and for exclusive management of crop residue, meetings have been conducted with Oil Companies to use crop residue as biofuel.",['Other'],,,,,,,,,,,,,,,,,,,,
Let the #respondants# on record the deliberations.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"The States of Punjab, Haryana and Rajasthan are also directed to consider the same, including use of the stubble in goshalas for feeding animals.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"In the Report No. 106 filed by the Environment Pollution (Prevention and Control) Authority (EPCA), it has been pointed that massive amount of plastic, rubber and other industrial waste has been burnt in the open, which is one of the causes of pollution.",['Other'],,,,,,,,,,,,,,,,,,,,
"In Bawana, Mundaka and Tikri, EPCA first worked with the Delhi Pollution Control Committee (DPCC) to issue necessary direction for closure, but directions were not sufficient and the problem of disposal of waste continues.",['Other'],,,,,,,,,,,,,,,,,,,,
"Later on, MOU's have been entered into between the Industries and the Delhi MSW Solutions Limited for sending the waste for incineration.",['Other'],,,,,,,,,,,,,,,,,,,,
"As a result of which 80,000 tonnes of plastic and other waste have been sent for incineration.",['Other'],,,,,,,,,,,,,,,,,,,,
"Around 8,000 tonnes of plastic and other waste have been removed from the Shahdara drain, however, it is the tip of an iceberg.",['Other'],,,,,,,,,,,,,,,,,,,,
The problem still remains the same.,['Other'],,,,,,,,,,,,,,,,,,,,
"In Delhi and NCR, waste is piled up and then burnt.",['Other'],,,,,,,,,,,,,,,,,,,,
"Thus, waste requires urgent remedial action.",['Other'],,,,,,,,,,,,,,,,,,,,
In re: Report No. 106 by EPCA,['Other'],,,,,,,,,,,,,,,,,,,,
"In view of the report No. 106 of EPCA, following aspects have to be looked into:",['Other'],,,,,,,,,,,,,,,,,,,,
"(A) There has to be an identification of dumped waste of plastic, industrial or other waste.",['Other'],,,,,,,,,,,,,,,,,,,,
"dumped waste of plastic, industrial or other waste should not be burnt and removed for processing/incineration.",['Other'],,,,,,,,,,,,,,,,,,,,
"(B) With respect to emitting Black smoke from chimneys, Black be ensured that industries are complying with the norms and standards for PM, NOx, SOx. #Current Court# direct Pollution Control Boards of Delhi, Haryana, Rajasthan and Uttar Pradesh to rigorously monitor the industrial areas especially at night and take stringent action against the industry found non-complying with the emission norms or chimneys with visible smoke.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"(C) With respect to dust from the construction site and proper management/disposal of demolition and construction waste, the Construction and Demolition Waste Management Rules, 2016 have been framed.",['Other'],,,,,,,,,,,,,,,,,,,,
A check-list for dust control at the construction side be issued.,['Other'],,,,,,,,,,,,,,,,,,,,
The appropriate penal action has to be taken in accordance with law against the developers flouting the norms.,['Other'],,,,,,,,,,,,,,,,,,,,
"The Government and various municipal bodies of NCT of Delhi, Rajasthan, Haryana and Uttar Pradesh have to take action and impose penalty on the offenders repeating the offenses and take action against the developers and developers have to be blacklisted for flouting the Construction and Demolition Waste Management Rules and guidelines framed thereunder.",['Other'],,,,,,,,,,,,,,,,,,,,
"(D) With respect to road construction projects, let there be a sprinkling of water.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"The Government of NCT of Delhi, Rajasthan, Haryana and Uttar Pradesh Delhi, Rajasthan, Haryana and Uttar Pradesh Rajasthan, Haryana and Uttar Pradesh have to ensure compliance of the road construction norms.",['Other'],,,,,,,,,,,,,,,,,,,,
"(E) The recycling of construction and demolition waste is presently in operation and The recycling of construction and demolition waste existing and deficit requirement be also met by the Government of NCT of Delhi, Haryana, Uttar Pradesh and Rajasthan.",['Other'],,,,,,,,,,,,,,,,,,,,
"(F) With respect to waste burning compliance of Solid Waste Management Rules, 2016 is necessary.",['Other'],,,,,,,,,,,,,,,,,,,,
"The waste segregation and management is required, what are the existing facilities and deficit requirements have to be met by the Government of NCT of Delhi, Haryana, Uttar Pradesh, Rajasthan and Punjab.",['Other'],,,,,,,,,,,,,,,,,,,,
"(G) In the report, action taken in 2010 to 2019 to combat air pollution has been pointed out:",['Other'],,,,,,,,,,,,,,,,,,,,
Table 1: Action taken this decade (2010-2019) to combat air pollution in DelhiSector-wise measures implemented,['Other'],,,,,,,,,,,,,,,,,,,,
Actions taken,['Other'],,,,,,,,,,,,,,,,,,,,
Industry,['Other'],,,,,,,,,,,,,,,,,,,,
Approved fuel list notified.,['Other'],,,,,,,,,,,,,,,,,,,,
"In Delhi this notification bans use of all dirty fuels, including coal.",['Other'],,,,,,,,,,,,,,,,,,,,
"In NCR states, pet coke, furnace oil is banned.",['Other'],,,,,,,,,,,,,,,,,,,,
,['Other'],,,,,,,,,,,,,,,,,,,,
,['Other'],,,,,,,,,,,,,,,,,,,,
Introduction of Nox and Sox standards in industries so that either they install pollution equipment or move to cleaner fuel like natural gas.,['Other'],,,,,,,,,,,,,,,,,,,,
Expansion of piped natural gas (PNG) network to the different industrial places in Delhi - 1050 has already converted to PNG and 350 are in process of the conversion.,['Other'],,,,,,,,,,,,,,,,,,,,
Delhi has also incentivized move to gas in industrial areas by offering subsidy and removing tax on gas.,['Other'],,,,,,,,,,,,,,,,,,,,
Official data shows 95 percent conversion of authorized industrial units.,['Other'],,,,,,,,,,,,,,,,,,,,
Power Plants,['Other'],,,,,,,,,,,,,,,,,,,,
"Progressively shutting down coal power plants (total generation capacity of 1,245 MW) in Delhi and moving to natural gas",['Other'],,,,,,,,,,,,,,,,,,,,
-- Indraprastha (405MW): September 2009,['Other'],,,,,,,,,,,,,,,,,,,,
-- Rajghat (135MW): May 2015,['Other'],,,,,,,,,,,,,,,,,,,,
-- Badarpur (705MW): October 2018,['Other'],,,,,,,,,,,,,,,,,,,,
Natural gas made available for Bawana power plant,['Other'],,,,,,,,,,,,,,,,,,,,
Vehicular emissions,['Other'],,,,,,,,,,,,,,,,,,,,
"CNG programme for public transport - autos, taxis and buses that was started a decade ago has been further expanded to include more commercial segments.",['Other'],,,,,,,,,,,,,,,,,,,,
Bharat Stage IV emissions standards for vehicles implemented in 2010 and Bharat Stage VI fuels with 10 ppm sulphur introduced in 2018.,['Other'],,,,,,,,,,,,,,,,,,,,
10 year-old diesel vehicles and 15 year-old petrol vehicles are being phased out,['Other'],,,,,,,,,,,,,,,,,,,,
Favourable taxation for clean fuel introduced; also expansion of CNG stations from original 9 to more than 500 in Delhi and NCR,['Other'],,,,,,,,,,,,,,,,,,,,
"Environment Pollution Charge on big diesel cars (more than 2,000cc) has contribued towards disincentivizing personal diesel cars.",['Other'],,,,,,,,,,,,,,,,,,,,
Diesel cars sales have dropped.,['Other'],,,,,,,,,,,,,,,,,,,,
Pilot on Hydrogen-CNG buses started so that this improved H-CNHG could be option for older fleet of CNG vehicles.,['Other'],,,,,,,,,,,,,,,,,,,,
Use of remote sensing technology for monitoring emissions from on-road vehicles has been directed,['Other'],,,,,,,,,,,,,,,,,,,,
"To check pollution from in-use vehicles, strengthening and improvement in Pollution under Control Programme (PUC) initiated across NCR.",['Other'],,,,,,,,,,,,,,,,,,,,
Enforcement has improved,['Other'],,,,,,,,,,,,,,,,,,,,
Installation of stage I and Stage II vapour recovery system initiated and expanded.,['Other'],,,,,,,,,,,,,,,,,,,,
Environmental compensation of Rs. 1 crore imposed on oil,['Other'],,,,,,,,,,,,,,,,,,,,
"companies: IOCL, HPCL and BPCL for non-compliance with directions on vapour recovery",['Other'],,,,,,,,,,,,,,,,,,,,
Specific action on trucks: high-polluting segment of vehicles,['Other'],,,,,,,,,,,,,,,,,,,,
"The long-awaited bypass road to divert commercial traffic built: Eastern Peripheral Expressway and Western Peripheral Expressway (EPE and WPE), which were ordered in 2005 have been made functional in 2018-19, which has allowed commercial and extremely polluting trucks to bypass the city",['Other'],,,,,,,,,,,,,,,,,,,,
"To deter non-destined truck traffic, the country's first congestion charging introduced in 2015.",['Other'],,,,,,,,,,,,,,,,,,,,
Environment Compensation Charge (ECC) on each category of commercial vehicles imposed at time of entry into city,['Other'],,,,,,,,,,,,,,,,,,,,
Restriction on entry of 10-year old trucks,['Other'],,,,,,,,,,,,,,,,,,,,
Introduction of RFID at 13 entry points in Delhi for cashless ECC payment will make the congestion charge effective.,['Other'],,,,,,,,,,,,,,,,,,,,
Public transport,['Other'],,,,,,,,,,,,,,,,,,,,
"After stagnation and decline in bus numbers and passengers, procurement of new buses has started.",['Other'],,,,,,,,,,,,,,,,,,,,
Bus parking constraint is being addressed.,['Other'],,,,,,,,,,,,,,,,,,,,
NCR reciprocal agreement-autos and buses allowed to run across borders in entire NCR draft in 2008 and effective from 2010; Time for its renewal,['Other'],,,,,,,,,,,,,,,,,,,,
"The ridership in the metro has increased from 6,25,000 in 2007-08 to 25,37,175 in 2018-19.",['Other'],,,,,,,,,,,,,,,,,,,,
The operational route has increased from 65.1 km in 2007-08 to 228.78 km in 2017-18 Parking policy as a demand management tool notified.,['Other'],,,,,,,,,,,,,,,,,,,,
Pilot schemes on parking area management plans initiated.,['Other'],,,,,,,,,,,,,,,,,,,,
Construction and Demolition waste and road dust,['Other'],,,,,,,,,,,,,,,,,,,,
Checklist for dust control at construction sites made so that enforcement is improved,['Other'],,,,,,,,,,,,,,,,,,,,
"the Construction and Demolition Waste Management Rules, 2016 notified",['Other'],,,,,,,,,,,,,,,,,,,,
There are 60 mechanized road sweeping machines in Delhi.,['Other'],,,,,,,,,,,,,,,,,,,,
"Environmental compensation of Rs. 1 crore has been imposed on Municipal bodies (Delhi, South, East, North and Cantonment Board) over open dumping/burning of garbage and C & D waste vide directions dated January 16, 2019 Under Section 31A of the Air (Prevention and Control of Pollution) Act, 1981",['Legal_Principles'],,,,,,,,,,,,,,,,,,,,
City has expanded recycling capacity of 1981,['Other'],,,,,,,,,,,,,,,,,,,,
"City C & D waste recycling plant at Burari from 500 MTD to 2,000 MTD.",['Other'],,,,,,,,,,,,,,,,,,,,
Two new plants are added to combined,['Other'],,,,,,,,,,,,,,,,,,,,
capacity of 650 MTD.,['Other'],,,,,,,,,,,,,,,,,,,,
Waste burning,['Other'],,,,,,,,,,,,,,,,,,,,
Solid Waste Management Rules and Regulations 2016 notified,['Other'],,,,,,,,,,,,,,,,,,,,
Delhi Bye-laws amended based on these rules and notified in January 2017,['Other'],,,,,,,,,,,,,,,,,,,,
Delhi has over 2300 waste dumps - neighborhood structures to collect and store waste.,['Other'],,,,,,,,,,,,,,,,,,,,
Over 80 percent of store waste is processed through incineration.,['Other'],,,,,,,,,,,,,,,,,,,,
"Recently, Delhi fought a bitter battle to stop large-scale burning of plastics in Mundka area of Delhi that caused enormous poisonous gases.",['Other'],,,,,,,,,,,,,,,,,,,,
"12 wards from different MCDs in Delhi have been selected as model wards for waste segregation and management 6,000 roadside twin bins procured.",['Other'],,,,,,,,,,,,,,,,,,,,
Monitoring and Graded,['Other'],,,,,,,,,,,,,,,,,,,,
Air quality monitoring stations expanded to 38 in Delhi and over 50 in NCR,['Other'],,,,,,,,,,,,,,,,,,,,
Response Action Plan (GRAP),['Other'],,,,,,,,,,,,,,,,,,,,
"Early Warning System for Delhi launched in October, 2018",['Other'],,,,,,,,,,,,,,,,,,,,
"Graded Response Action Plan targeting key sources of pollution has been implemented during the winters of 2017-18 and 2018-19: These short-term measures during smog episodes include shutting down power plant, industrial units, ban on construction, ban on brick kilns, action on waste burning and construction, mechanised cleaning of road dust, etc.",['Other'],,,,,,,,,,,,,,,,,,,,
This also includes limited application of odd and even scheme.,['Other'],,,,,,,,,,,,,,,,,,,,
DIRECTIONS:,['Other'],,,,,,,,,,,,,,,,,,,,
"In view of aforesaid, #Current Court# inter alia reiterate and/or issue following directions:",['Fact'],,,,,,,,,,,,,,,,,,,,
(i).,['Other'],,,,,,,,,,,,,,,,,,,,
The decision taken by the Delhi Pollution Control Committee (DPCC) constituted by Court be placed on record along with comprehensive action plan and the action taken thereon so far.,['Other'],,,,,,,,,,,,,,,,,,,,
(ii).,['Other'],,,,,,,,,,,,,,,,,,,,
"With respect to preventing stubble burning, let a comprehensive plan be prepared and be placed before this Court including the action.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"Let Crop Residuary Management be prepared, Crop Residuary Management use inter alia as fertilizer, cattle food and bio fuel be also worked out.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
Let The decision taken by the High Level Committee constituted by this Court be taken with respect to incentive and disincentive of Rs. 100/- per quintal and the in-situ farming.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
(iii).,['Other'],,,,,,,,,,,,,,,,,,,,
"Let the Government of NCT of Delhi, State Governments of Punjab, Haryana and U.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"P. prepare a scheme for making available Combine Harvesters, Happy Seeders, Hydraulically Reversible MB Plough, Paddy Straw Chopper, Mulcher, Rotary Slasher, Zero Till Seed Drill and Rotavators and balers especially dedicated to small and marginal farmers to be made available either free of charge or on nominal rental basis.",['Other'],,,,,,,,,,,,,,,,,,,,
(iv).,['Other'],,,,,,,,,,,,,,,,,,,,
Let the Government of NCT of Delhi/NCR Region and concerned Governments of Haryana and U.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
P. file reports with respect to various identified hotspots and steps taken for various identified hotspots and steps management and to clear the environmental hazards created by such hotspots.,['Other'],,,,,,,,,,,,,,,,,,,,
"(v)(a) As proposed in the reply of the Government of NCT of Delhi, let the Smog Tower at Connaught Place be completed by the Government of NCT of Delhi as proposed in the reply of the Delhi Government affidavit.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
Let the Smog Tower at Connaught Place be completed within three months.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
(b) Let the Smog Tower at Connaught Place be installed at Anand Vihar as pointed out by CPCB (CPCB).,['Conclusion'],,,,,,,,,,,,,,,,,,,,
Let the Government of NCT of Delhi provide space of 30 x 30 meters for installation of an experimental tower at Anand Vihar within seven days.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"The project to be funded by the Government of NCT of Delhi, however, MoE is directed to monitor The project to be funded by the Union Government.",['Other'],,,,,,,,,,,,,,,,,,,,
Let project be completed within three months.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
(vi).,['Other'],,,,,,,,,,,,,,,,,,,,
Let anti-smog guns be used in Delhi and NCR region for the following:,['Conclusion'],,,,,,,,,,,,,,,,,,,,
(a) Large construction sites;,['Other'],,,,,,,,,,,,,,,,,,,,
"(b) Road construction stretches, particularly during earthwork and compacting;",['Other'],,,,,,,,,,,,,,,,,,,,
(c) Mining activities;,['Other'],,,,,,,,,,,,,,,,,,,,
(d) Large parking sites on unpaved areas and during large public gatherings;,['Other'],,,,,,,,,,,,,,,,,,,,
(e) Demolition activities;,['Other'],,,,,,,,,,,,,,,,,,,,
(f) Sprinkling on dust-prone traffic corridors.,['Other'],,,,,,,,,,,,,,,,,,,,
"(g) (g) be made compulsory to make use of anti-smog guns in Delhi-NCR in the projects that require environmental clearance from the State/Central level on site having built-up area of more than 20,000 sq.mts.",['Other'],,,,,,,,,,,,,,,,,,,,
"including excavation, material handling and other dust generating activities.",['Other'],,,,,,,,,,,,,,,,,,,,
"Let an appropriate policy decision be also taken with respect to cost of installation, duly considering the principle ""polluters pay"" evolved by Court.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
(vii).,['Other'],,,,,,,,,,,,,,,,,,,,
"The Governments of NCT of Delhi, U.",['Other'],,,,,,,,,,,,,,,,,,,,
"P., Haryana and Rajasthan, are directed to identify the dumped waste of plastic, industrial and other wastes and to ensure that waste is not burnt and is used for processing/incineration and piled up waste is removed on time-bound basis without fail and report be filed within six weeks.",['Other'],,,,,,,,,,,,,,,,,,,,
(viii).,['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# direct the Pollution Control Boards of Delhi, Haryana, Rajasthan and U.P. to monitor the industrial areas especially at night also and to take stringent action with respect to the industries emitting black smoke from chimneys and it be ensured that the industries comply with the norms and standards for PM/NOx/Sox.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
,['Other'],,,,,,,,,,,,,,,,,,,,
(ix).,['Other'],,,,,,,,,,,,,,,,,,,,
"For construction and demolition, #Current Court# direct the Governments of NCT of Delhi, Rajasthan, Haryana and U.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"P. to file a status report regarding compliance with the Construction and Demolition Waste Management Rules, 2016. Let penal action be taken against the developers found flouting the norms.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
(x).,['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# direct the Governments of NCT of Delhi, Haryana, Rajasthan and U.P. to file status report on the penalty imposed and the action taken on the developers for violating the norms regarding construction/demolition activity and whether any developer has been blacklisted. ",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"Let various local bodies and Government of NCT of Delhi and Governments of Haryana, Rajasthan and U.P. also file status reports in this regard.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
(xi).,['Other'],,,,,,,,,,,,,,,,,,,,
"With respect to road construction, there has to be sprinkling of water.",['Other'],,,,,,,,,,,,,,,,,,,,
"Let the #respondants#, State Governments of Punjab, Haryana and U.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
P. file a status report with respect to compliance of road construction norms and details of non-compliant portion.,['Other'],,,,,,,,,,,,,,,,,,,,
(xii).,['Other'],,,,,,,,,,,,,,,,,,,,
"Let the #respondants#, State Governments of Punjab, Haryana and U.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
P. point out the existing facilities of recycling of construction and demolition waste and the deficit of facilities in this regard.,['Other'],,,,,,,,,,,,,,,,,,,,
(xiii).,['Other'],,,,,,,,,,,,,,,,,,,,
"With respect to waste burning, compliance of Solid Waste Management Rules, 2016 be ensured by the #respondants#, State Governments of Punjab, Haryana and U.",['Fact'],,,,,,,,,,,,,,,,,,,,
P. Let a comprehensive plan for waste management be prepared and existing facilities and overall requirement be also worked out.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
(xiv)(a).,['Other'],,,,,,,,,,,,,,,,,,,,
"In the reports filed by the Chairman, EPCA indicating the details of EPCA visit to New Friends Colony-Jhilmil Industrial Area, Saboli and Mandoli village-Mandoli Industrial Area, Bhopura Border, Subzi Mandi Sahibabad, Hindon Vihar, Ghaziabad and Sahibabad Industrial Area certain problems have been pointed out and several observations have been made.",['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# direct the concerned authorities of New Friends Colony-Jhilmil Industrial Area,, District Magistrate, Ghaziabad, to ensure that all remedial measures are taken by the concerned bodies and report be submitted as to remedial work taken with respect to each and every observation which has been made in the Inspection Report, EPCA within one month.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
(b).,['Other'],,,,,,,,,,,,,,,,,,,,
"With respect to Panipat, the Inspection Report contains (1) Urban Extension Road, (2) Narela Industrial Area, (3) Panipat Industrial Area.",['Other'],,,,,,,,,,,,,,,,,,,,
Let the Deputy Commissioner ensure that appropriate measures are taken with respect to observations made in the aforesaid orders within one month.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
(c).,['Other'],,,,,,,,,,,,,,,,,,,,
